1,x
1,"@SimplyBennett @NotOfficialCCFC @TheLamberto I’m not even satisfying a reply out of that... please just do some research. Black people haven’t died, fought for their rights for so long for you to say that you’re equally as oppressed as them. Pick up a boo"
1,.@IBM’s new #AI-powered solutions open a whole new world for consumer engagement and interactivity in the #adtech sector.  #IBM https://t.co/fFtfbp071s https://t.co/qS60O3xKwD
1,"15 MINUTES LEFT!!

EU | FREE ENTRY | 5v5 | #BlackOps4 | Search and Destroy | 1nD

#Playstation JOIN NOW &gt;

https://t.co/TfyQM5Cxsp

#eSports #CODBO4 #CODNATION https://t.co/EPcD7yL5Lc"
1,@BrianWynn19 black listed to my account
1,"@chinedunedosa Is equal to. So Donald Trump's whole life of making money-losing money-making money looks similar to the whole system right now today.
When it's not equal you can get black swans"
1,".@DukeEnergy became the first energy company to sign up for the Historically Black Colleges and Universities Partnership Challenge created by the Bipartisan HBCU Caucus.
https://t.co/jQ158JilXD"
1,"No style. 
Am I surprised to find out NYTimes Style desk editor @Choire uses a Windows-style grid of icons on his laptop, clunky black Wintel keyboards, Pixel/Galaxy Note Android phones, and an iMac, while hating iPhones?

(No.)  

https://t.co/FRQa2mArXL https://t.co/X2AYvz9GLX"
1,@JoeBiden Wish you woulda thought that back when you told black ppl that republicans want to put them back in chains. You need to own up to your part in this.
1,Well @MsPackyetti &amp; the biggest black racist on twitter @jemelehill # s 1 &amp; 2 are illegal &amp; u would be well w/in ur rights 2 go 2 the state or federal EEOC office &amp; file a complaint. #3 is a product of ur relationship w/ur employer. if u don't like that relationship find another. https://t.co/6BHoKSNd2A
1,"got into the black women in America class :,) https://t.co/Oo3fkC0tJV"
1,"How This Powerful Academic Established Schools Educating Thousands Of Blacks, Hawaiians, &amp; Native Americans https://t.co/qr4XKMke0f via @@4blackthen"
1,"Person in Kansas to me on hearing my daughter moved to DC to attend law school, “be careful, there are a lot of the blacks living there.” <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F> I replied, “people living in cities is always expected. That’s the nature of cities. heck, even Lubbock isn’t safe. People live there too.”"
1,Why do some white people hate us blacks?  Some can watch all these college and pro sports and cheer for the black man on their favorite team but black civilians are trash or expendable..I don't understand that psyche...never have and never will.
1,https://t.co/GTrSedmf39 https://t.co/GTrSedmf39
1,"Wow, what a jerk.  So everyone that came her legally or waiting in line.  “Screw them” Kristol says...   The Democrats are so racist they are trying to replace Blacks and Indians with Hondurans. https://t.co/uEJTxryWZY"
1,"@LadyThriller69 No not all whites are racist same as some blacks are.  I married the most caring, considerate, loving, affectionate, and adoring white Jewish man I know - not a single racist bone in his body.  I am more critical of blacks than he is."
1,"@RealCandaceO @krystalball That is so true. Have a friend who is a major lib. It was shocking to me to discover how racist she is against blacks and Jews. Couldn’t believe it. When I asked her to tell me why she was so against Trump, she said, “He’s a rac"
1,"@sayetaryor @Tlaluk @NjMellie @SunnyDayUSA1 @DavidBo65 @xeni Now we can debate the reasons for that (no rational person would say that skin color in itself makes blacks more likely to commit murder), but for 2016 (when data was last compiled and reported)"
1,@HuffPost This is crazy.  The other races can say what ever they want to the white people. But heaven forbid is white say anything.  I have seen movies where blacks put white faces. Why is that ok?   I’m so sick of all this stupid stuff.
1,@NonAsthetic Blacks.
1,The Dems consider that extra $26K as their money...not yours!  There are illegals on the way that need that money! https://t.co/Joi1rxsPUy
1,@amber_athey That's because it is a FALSE FLAG situation set up by the Democrats to deflect from the election and caravan of illegals headed our way.
1,Democrats love the so called dreamers! We Americans with common sense know them to be ILLEGALS! https://t.co/vHReCLJXpm
1,"@FranSism1g @tetragram The entire state lets illegals vote in all elections. Anyone can vote because #CA #DMV has a vested interest in ensuring they can. San Francisco is just giving the finger to Americans and saying, ""What are you going to do about it?"""
1,"@MelNols8 @charliekirk11 Ok, stay with me now if you can. Apply that logic to ""40 illegals in New England - including gang members, child rapists, wife beaters, &amp; murderers"". No evidence or corroboration. Do you see the hypocrisy?"
1,@GeraldoRivera is the typical liberals who is says we should let in all the illegals in the world as long as they aren’t living in his house or yard. You can bet he has a FENCE and a locked door. Sell yacht and manse and go live in Honduras and help them 
1,@realDonaldTrump don't forget Army of Illegals coming to assault border is #1 ISSUE https://t.co/7wefGuDpqA
1,Perverse House Dem Threatens Trump. Says It's Illegal for Trump to Stop Illegals by Hurting Home Countries......... https://t.co/RtoJN6GiW0
1,@LaunaSallai People have had plenty of time to get registered to vote. No illegals voting for American representatives! #VoterID
1,@smotus Remember that time a stray hunting bullet hit his house and he thought the illegals were trying to assassinate him?
1,McAllen to host Mexican baseball teams amid souring US-Mexico relations https://t.co/XiXp93FG25 https://t.co/kQ9wGEaXzG
1,@thefantasticbri @manhatanProject okay fine only because mexican is superior ... we really need to go
1,@CTGallacher It's going to really be worth it when his ppv shatters the UFC record for least ppv buys ever. I'd like to see him fight Gastelum first because getting their asses beat by a Mexican is these MAGA dickheads worst nightmare.
1,"The FBI is obsolete. Right wing media has already solved the bombs case for them: Iranian manufacture with parts supplied by North Korea, transported by illegal immigrant crisis actors through Mexican border and mailed to targets by orders of DNC and all paid for by George Soros."
1,Someone please send vegan Mexican food my way please pretty please I will owe u my life
1,@BigJuan52 @FOXSoccer @M_Garcia_Jr @miseleccionmx I thought it was because you were Mexican
1,Recieving some flak for wearing a Mexican flag half mask. Idgaf my face is warm my dudes!! I have all sorts of masks. I just like Mexico is all https://t.co/cqGdHwk1BK
1,"@ChrisFukui1 Drones dropped around them would deter them 4 wks! Not trying to hurt anyone, just turn back &amp; go home. It’s sad the Mexican Gov’t can’t/won’t step up their game. In fact they R helping these folks, and R Sanctions on Mexico should B seve"
1,And @LouDobbs wife Debi is Mexican-American... https://t.co/dwQReRHuTl
1,@LDrzemiecki @restorit2 @realDonaldTrump You mean the stolen mexican California?
1,"“Whites don’t kill whites”. Wow.

In case you’re wondering, they do. 

When attempted bravery is thwarted by racism. 
https://t.co/xi6waUjmx8"
1,Whites don’t shoot whites! Hahahahahahahahahahahahahahahahahaha!! https://t.co/4GCupd2dpZ
1,https://t.co/GTrSedmf39 https://t.co/GTrSedmf39
1,"...can not make them go away, we must make sure the Left isn't dominant culturally so that the larger public from receiving such information.

&gt; Another eg of this would be making the public especially whites express disapproval of their demographic replacement without fear. (5/)"
1,"@techfemva @ktcsc @VABVOX @realDonaldTrump He won’t even use the word terrorism. He can only define the word with Islamic individuals. His mind only operates in a class system.
Muslim=terrorist
“Old money” rich whites=his people
New rich whites=breakin"
1,"@LadyThriller69 No not all whites are racist same as some blacks are.  I married the most caring, considerate, loving, affectionate, and adoring white Jewish man I know - not a single racist bone in his body.  I am more critical of blacks than he is."
1,"The one, the only, true icy whites... often imitated, never duplicated! <U+0001F918><U+0001F3FB><U+0001F918><U+0001F3FB><U+0001F918><U+0001F3FB> #StormTrooperAway https://t.co/gcPTQIZNQy"
1,"Jesus, ""whites don't kill whites""  this country is umm..... https://t.co/Dlf3z4gd5t"
1,@ramzpaul Diversity means zero whites lol.  None of those people are even attractive?? Models lol?
1,Why do so many whites now have such a deep seated hatred for their whiteness? https://t.co/JP0fPlLl7r
1,@Sheabomb_Chell The way she says African Americans <U+0001F602><U+0001F602><U+0001F602><U+0001F602> girrrrlllaaahhh
1,Our OP young men attending the “Am I My Brother’s Keeper” Leadership Conference for Latinos and African Americans. Inspiring! @OakParkNorthmen @NKCSchools https://t.co/C7eRHBni7S
1,How come all of a sudden everyone wanna be African or Caribbean ? Where was y’all @ when we was getting called African booty scratchers bitch <U+0001F602>
1,"Mt. Pleasant using culture to fight for their neighbors again: “I can’t think of anywhere else in D.C. where you can go and buy jackfruit, African fufu powder, Jamaican jerk seasoning, and noodles for your Korean barbecue.”   https://t.co/jIFnwEKjdr"
1,Wait y’alls African parents really didn’t say I love you to y’all?
1,"Megyn Kelly's veiled innocence about the economic and political use of 'blackface' shows how entrenched racial hatred, intolerance indifference is. Since 1619, people of African ancestry have experienced a systemic assault on our sensibilities through violence and subtleties."
1,@MPGives @InfoAPN @globalfundcf @KCDF @ZGFZambia @TrustAfrica A6. could not agree more with this! Join @fdncenter @laurenjbradford and Larry McGill at a session on how to tell the story of African philanthropy at the @InfoAPN assembly in Mauritius next mo
1,@JoeBiden You told a crowd (including African Americans) Romney would “put y’all back in chains.” Practice what you preach
1,@SeanaLyn Did you see the one where he changed it to “inner city coffee shop” to say how he overheard a group of African-Americans saying they would vote Trump in 2020?
1,West African Drug Trade. https://t.co/9Ir3BQsB1E
1,"Mt. Pleasant using culture to fight for their neighbors again: “I can’t think of anywhere else in D.C. where you can go and buy jackfruit, African fufu powder, Jamaican jerk seasoning, and noodles for your Korean barbecue.”   https://t.co/jIFnwEKjdr"
1,Wait y’alls African parents really didn’t say I love you to y’all?
1,"@jumblejim @IN_QUESO_FIRE The African Americans, the Irish, the Italians, the asians all got lumped in together... everybody gets the same racist treatment. And yet somehow idiots like this guy fall for it because he doesn't know the history of our countr"
1,@TheGatheringPod Because the diaspora is full of bull shitters and contradictions. There's this 'better black' mentality with us that fuels this. Jamaican and African American are both colonial identities. I don't see where one is better than the other.
1,"@businessinsider @megynkelly I support you <U+0001F4AF>% You weren't being racist,IMHO. My granddaughter is Caucasian&amp; 1of her FAVORITE babydolls is brown,black,African American whatever PC you call it. Is my 2yr old racist?It'd been racist 2not allow"
1,"@megynkelly I support you <U+0001F4AF>% You weren't being racist,IMHO. My granddaughter is Caucasian&amp; 1of her FAVORITE babydolls is brown,black,African American whatever PC you call it. Is my 2yr old racist?It'd been racist 2not allow her choosing of "
1,"African-American women are 41% more likely to die from breast cancer than Caucasian women in the U.S. That’s unacceptable. Lisa isn’t giving up, and neither are we.  Help us meet our goal to reduce breast cancer deaths in the U.S. by half by 2026.  https://t.co/ZMvhapJmdx https://t.co/GpO5jNwf8g"
1,"We’re delivered bad news at such a rapid pace that we often don’t pause to digest &amp; mourn. 

Yesterday a white man walked into a Louisville Kroger &amp; killed 2 African Americans. 

Mourn their lives.
Mourn the racism."
1,"@empaint_t @Dunya_Akhirah @brazywyatt @AlbaMac77 @LSwitlyk The hunters don’t eat it, and stop pretending like American hunter are called into African villages to save the poor Africans <U+0001F644>. What a load of crap, like the people that live there hav"
1,"@docrocktex26 I'm okay with taking them in. At an Institutional level. With the government actively working to place them and make the transition successfully. 

Frankly, if something like that were to happen, I can't imagine any African Americans choos"
1,What is an Africoon American?
1,"@HamzaMusse @ChanellJWilson @arianathepoet Bro, you're really reading into this one. She gave data (we can discuss the accuracy later) that contradicts 2 notions that some people might hold:
1. Afro-Latinidad is a trend
2. AA's have some exclusive claim"
1,@Jetpackman01 <U+26A0><U+FE0F>What's with the Gobot afro? <U+26A0><U+FE0F>
1,This isnt a Afro CTFU <U+0001F602> https://t.co/RKS2PumoAq
1,First of all....this is not an “afro”. Fake news....NEXT https://t.co/DfnqTqd9lR
1,The cultural appropriation clan strikes again! #KendallJenner wore an afro in a #VogueMagazine photo shoot and it can't be unseen https://t.co/HOGM3Ne5rQ
1,"lmao ""afro"" https://t.co/vhSnuTvvcM"
1,"If anyone knows how to get the exhibition catalogue for this show, please let me know: “Histórias Afro-Atlânticas” at MASP - Museu de Arte de São Paulo Assis Chateaubriand https://t.co/KEdEN1LwUI @artforum"
1,@MRADDICTION_ @skinglo_afro <U+0001F1E7><U+0001F1E7><U+0001F1E9><U+0001F1F4><U+0001F1F9><U+0001F1F9>
1,"@JustSandsworld People just making mountains out of mole hills honestly. Why can't people in the world just love and let live. Even if she wore her hair as an afro, why can't it be because she loves the hairstyle and admires the culture? <U+0001F937><U+20"
